鉴锅,Circuit,WD 辆幅,WD Page,Cable Type,From Deck,From Room,From Equipment,To Deck,To Room,To Equipment,Main-SubSystem,辨捞,啊蹿荐,醚辨捞,From Node,From Length,To Node,To Length,POR Area,SET Area,SET DECK,SET Block,SET Node,S-From Length,S-ToLength,雷咯POR,雷咯傈侩樊,Cut_div,GroupCircuit,CASING荤鞭,Drum Ser,Drum Seq,Deck PATH,Block PATH,Node PATH,RMK1,RMK2,CUT_NOD,POR_DIV,窜困吝樊,Upper_blk,Stage,DP,From厘厚Tag,To厘厚Tag,CheckNode,辨捞Node
1415,F-FD-128,FIRE,20,HLM2,AC,,SD-NWT(1 - 3 - 27),AC,,SD-NWT(1 - 3 - 28),/,16,1,16,ACFP2279,1.3,ACFP2227,1.1,A,A,H23P0,H23P0,ACFP2279,1.3,14.3,,0,C,,,ECA0,AZ,AC(15.57),H23P0(15.57),ACFP2279 ACFP2280 ACFP2286 ACFP2285 ACFP2293 ACFP2292 ACFP2268 ACFP2269 ACFP2270 ACFP2271 ACFP2253 ACFP2252 ACFP2251 ACFP2250 ACFP2226 ACFP2218 ACFP2219 ACFP2228 ACFP2227  ,,,X7,惯青,0.130,H23P0,J,H23P0J540003,E388EESDN03027,E388EESDN03028,,       F-(    1.3)-ACFP2279-(   1.56)-ACFP2280-(   2.42)-ACFP2286-(   3.38)-ACFP2285-(   3.94)-ACFP2293-(   4.49)-ACFP2292-(   6.56)-ACFP2268-(   7.68)-ACFP2269-(   8.44)-ACFP2270-(   8.46)-ACFP2271-(  10.28)-ACFP2253-(  10.57)-ACFP2252-(  11.83)-ACFP2251-(  11.86)-ACFP2250-(  12.32)-ACFP2226-(   12.8)-ACFP2218-(  14.19)-ACFP2219-(  14.29)-ACFP2228-(  14.47)-ACFP2227-(  15.57)-T       
1416,F-FD-129,FIRE,20,HLM2,AC,,SD-NWT(1 - 3 - 28),AC,,SD-NWT(1 - 3 - 29),/,10,1,10,ACFP2227,1.1,ACFP2193,2.5,A,A,H23P0,H23P0,ACFP2227,1.1,8.9,,0,C,,,ECA0,AZ,AC(9.95),H23P0(9.95),ACFP2227 ACFP2228 ACFP2219 ACFP2218 ACFP2226 ACFP2225 ACFP2224 ACFP2223 ACFP2222 ACFP2221 ACFP2195 ACFP2194 ACFP2193  ,,,X7,惯青,0.130,H23P0,J,H23P0J540003,E388EESDN03028,E388EESDN03029,,       F-(    1.1)-ACFP2227-(   1.28)-ACFP2228-(   1.38)-ACFP2219-(   2.77)-ACFP2218-(   3.25)-ACFP2226-(   3.77)-ACFP2225-(   3.99)-ACFP2224-(   4.03)-ACFP2223-(   4.15)-ACFP2222-(   4.51)-ACFP2221-(   5.59)-ACFP2195-(   7.07)-ACFP2194-(   7.45)-ACFP2193-(   9.95)-T       
1417,F-FD-130,FIRE,20,HLM2,AC,,SD-NWT(1 - 3 - 29),AC,,SD-NWT(1 - 3 - 30),/,11,1,11,ACFP2193,2.5,ACFP2247,1.2,A,A,H23P0,H23P0,ACFP2193,2.5,7.8,,0,C,,,ECA0,AZ,AC(10.34),H23P0(10.34),ACFP2193 ACFP2350 ACFP2192 ACFP2191 ACFP2190 ACFP2217 ACFP2244 ACFP2245 ACFP2246 ACFP2247  ,,,X7,惯青,0.130,H23P0,J,H23P0J540003,E388EESDN03029,E388EESDN03030,,       F-(    2.5)-ACFP2193-(   2.79)-ACFP2350-(   4.17)-ACFP2192-(   4.23)-ACFP2191-(   6.04)-ACFP2190-(   7.24)-ACFP2217-(   8.62)-ACFP2244-(   8.95)-ACFP2245-(   9.03)-ACFP2246-(   9.14)-ACFP2247-(  10.34)-T       
1418,F-FD-131,FIRE,20,HLM2,AC,,SD-NWT(1 - 3 - 30),AC,,SD-NWT(1 - 3 - 31),/,8,1,8,ACFP2247,1.2,ACFP2215,1.5,A,A,H23P0,H23P0,ACFP2247,1.2,6.8,,0,C,,,ECA0,AZ,AC(7.99),H23P0(7.99),ACFP2247 ACFP2246 ACFP2245 ACFP2233 ACFP2232 ACFP2229 ACFP2215  ,,,X7,惯青,0.130,H23P0,J,H23P0J540003,E388EESDN03030,E388EESDN03031,,       F-(    1.2)-ACFP2247-(   1.31)-ACFP2246-(   1.39)-ACFP2245-(   2.59)-ACFP2233-(   4.22)-ACFP2232-(   5.43)-ACFP2229-(   6.49)-ACFP2215-(   7.99)-T       
1419,F-FD-132,FIRE,20,HLM2,AC,,SD-NWT(1 - 3 - 31),AC,,SD-NWT(1 - 3 - 32),/,10,1,10,ACFP2215,1.5,ACFS2048,2.7,A,A,H23S0,H23S0,ACFS2073,6.2,3.8,,0,C,,,ECA0,AZ,AC(9.92),H23P0(5.14) H23S0(4.78),ACFP2215 ACFP2229 ACFP2232 ACFP2231 ACJBJ005 ACFS2073 ACFS2048  ,,,X8,惯青,0.130,H23P0,J,H23S0J540003,E388EESDN03031,E388EESDN03032,,       F-(    1.5)-ACFP2215-(   2.56)-ACFP2229-(   3.77)-ACFP2232-(   3.87)-ACFP2231-(   5.14)-ACJBJ005-(   6.16)-ACFS2073-(   7.22)-ACFS2048-(   9.92)-T       
1420,F-FD-133,FIRE,20,HLM2,AC,,SD-NWT(1 - 3 - 32),AC,,SD-NWT(1 - 3 - 33),/,9,1,9,ACFS2048,2.7,ACFS2100,1.1,A,A,H23S0,H23S0,ACFS2048,2.7,5.4,,0,C,,,ECA0,AZ,AC(8.1),H23S0(8.1),ACFS2048 ACFS2073 ACFS2074 ACFS2075 ACFS2098 ACFS2099 ACFS2100  ,,,X8,惯青,0.130,H23S0,J,H23S0J540003,E388EESDN03032,E388EESDN03033,,       F-(    2.7)-ACFS2048-(   3.76)-ACFS2073-(   3.84)-ACFS2074-(   4.66)-ACFS2075-(   5.92)-ACFS2098-(   6.28)-ACFS2099-(      7)-ACFS2100-(    8.1)-T       
1421,F-FD-134,FIRE,20,HLM2,AC,,SD-NWT(1 - 3 - 33),AC,,CM-WM(1 - 3 - 34),/,6,1,6,ACFS2100,1.1,ACFS2102,2.4,A,A,H23S0,H23S0,ACFS2100,1.1,4.5,,0,C,,,ECA0,AZ,AC(5.57),H23S0(5.57),ACFS2100 ACFS2099 ACFS2098 ACFS2097 ACFS2102  ,,,X8,惯青,0.130,H23S0,J,H23S0J540003,E388EESDN03033,E388EEMCN03034,,       F-(    1.1)-ACFS2100-(   1.82)-ACFS2099-(   2.18)-ACFS2098-(   2.64)-ACFS2097-(   3.17)-ACFS2102-(   5.57)-T       
1422,F-FD-138,FIRE,21,HLM2,AC,,FROM FRONT SD(1 - 3 - 34),AB,,SD-NWT(1 - 4 - 38),/,21,1,21,ACFS2102,2.4,ABFS2017,1.6,A,A,H23S0,H23S0,ACFS2102,2.4,18.4,,0,C,,,ECA0,AZ,AC(11.64) AB(9.18),H23S0(11.64) H22S0(9.18),ACFS2102 ACFS2097 ACFS2096 ACFS2095 ACFS2094 ACFS2093 ACFS2107 CDFS2106 CDFS2107 CDFS2108 CDFS2115 CDFS2114 CDFS2113 CDFS2112 CDFS2111 CDFS021A CDFS2061 CDFS2071 CDFS2070 ABFS2046 ABFS2047 ABFS2048 ABFS2033 ABFS2032 ABFS2017  ,,,X8,惯青,0.130,H23S0,J,H23S0J540003,E388EEMCN03034,E388EESDN04038,CDFS021A ,       F-(    2.4)-ACFS2102-(   2.93)-ACFS2097-(   3.27)-ACFS2096-(   4.81)-ACFS2095-(   5.43)-ACFS2094-(   5.97)-ACFS2093-(   6.57)-ACFS2107-(   7.76)-CDFS2106-(   8.46)-CDFS2107-(   8.48)-CDFS2108-(   9.34)-CDFS2115-(    9.4)-CDFS2114-(   10.3)-CDFS2113-(  10.64)-CDFS2112-(  10.66)-CDFS2111-(  11.64)-CDFS021A-(  12.28)-CDFS2061-(  12.86)-CDFS2071-(   13.3)-CDFS2070-(  14.38)-ABFS2046-(  15.38)-ABFS2047-(  15.64)-ABFS2048-(  16.62)-ABFS2033-(  16.98)-ABFS2032-(  19.22)-ABFS2017-(  20.82)-T       
1423,F-FD-139,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 38),AB,,SD-NWT(1 - 4 - 39),/,9,1,9,ABFS2017,1.6,ABFS2016,1.5,A,A,H22S0,H22S0,ABFS2017,1.6,6.8,,0,C,,,ECA0,AZ,AB(8.38),H22S0(8.38),ABFS2017 ABFS2012 ABFS2011 ABFS2010 ABFS2009 ABFS2008 ABFS2016  ,,,X6,惯青,0.130,H22S0,J,H22S0J540003,E388EESDN04038,E388EESDN04039,,       F-(    1.6)-ABFS2017-(    1.8)-ABFS2012-(   2.56)-ABFS2011-(   4.94)-ABFS2010-(   5.76)-ABFS2009-(   6.68)-ABFS2008-(   6.88)-ABFS2016-(   8.38)-T       
1424,F-FD-140,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 39),AB,,SD-NWT(1 - 4 - 40),/,8,1,8,ABFS2016,1.5,ABFS2044,1.2,A,A,H22S0,H22S0,ABFS2016,1.5,6.3,,0,C,,,ECA0,AZ,AB(7.81),H22S0(7.81),ABFS2016 ABFS2030 ABFS2031 ABFS2042 ABFS2043 ABFS2044  ,,,X6,惯青,0.130,H22S0,J,H22S0J540003,E388EESDN04039,E388EESDN04040,,       F-(    1.5)-ABFS2016-(   3.84)-ABFS2030-(    4.1)-ABFS2031-(   5.07)-ABFS2042-(   6.15)-ABFS2043-(   6.61)-ABFS2044-(   7.81)-T       
1425,F-FD-141,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 40),AB,,SD-NWT(1 - 4 - 41),/,10,1,10,ABFS2044,1.2,ABFS2019,1.6,A,A,H22S0,H22S0,ABFS2044,1.2,8.7,,0,C,,,ECA0,AZ,AB(9.91),H22S0(9.91),ABFS2044 ABFS2043 ABFS2042 ABFS2041 ABFS2037 ABFS2036 ABFS2019  ,,,X6,惯青,0.130,H22S0,J,H22S0J540003,E388EESDN04040,E388EESDN04041,,       F-(    1.2)-ABFS2044-(   1.66)-ABFS2043-(   2.74)-ABFS2042-(   4.74)-ABFS2041-(   5.71)-ABFS2037-(   5.97)-ABFS2036-(   8.31)-ABFS2019-(   9.91)-T       
1426,F-FD-142,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 41),AB,,CM-WM(1 - 4 - 42),/,11,1,11,ABFS2019,1.6,ABFS2052,3.9,A,A,H22S0,H22S0,ABFS2019,1.6,9,,0,C,,,ECA0,AZ,AB(10.58),H22S0(10.58),ABFS2019 ABFS2036 ABFS2037 ABFS2041 ABFS2040 ABFS2052  ,,,X6,惯青,0.130,H22S0,J,H22S0J540003,E388EESDN04041,E388EEMCN04042,,       F-(    1.6)-ABFS2019-(   3.94)-ABFS2036-(    4.2)-ABFS2037-(   5.17)-ABFS2041-(   5.67)-ABFS2040-(   6.68)-ABFS2052-(  10.58)-T       
1427,F-FD-143,FIRE,21,HLM2,AB,,CM-WM(1 - 4 - 42),AB,,SD-NWT(1 - 4 - 43),/,9,1,9,ABFS2052,3.9,ABFS2075,1.8,A,A,H22S0,H22S0,ABFS2052,3.9,4.8,,0,C,,,ECA0,AZ,AB(8.7),H22S0(8.7),ABFS2052 ABFS2053 ABFS2054 ABFS2074 ABFS2075  ,,,X6,惯青,0.130,H22S0,J,H22S0J540003,E388EEMCN04042,E388EESDN04043,,       F-(    3.9)-ABFS2052-(   4.23)-ABFS2053-(   4.41)-ABFS2054-(   6.64)-ABFS2074-(    6.9)-ABFS2075-(    8.7)-T       
1428,F-FD-144,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 43),AB,,SD-NWT(1 - 4 - 44),/,7,1,7,ABFS2075,1.8,ABFS2067,2,A,A,H22S0,H22S0,ABFS2075,1.8,5,,0,C,,,ECA0,AZ,AB(6.8),H22S0(6.8),ABFS2075 ABFS2076 ABFS2084 ABFS2085 ABFS2086 ABFS2067  ,,,X6,惯青,0.130,H22S0,J,H22S0J540003,E388EESDN04043,E388EESDN04044,,       F-(    1.8)-ABFS2075-(    2.4)-ABFS2076-(   3.98)-ABFS2084-(    4.2)-ABFS2085-(   4.28)-ABFS2086-(    4.8)-ABFS2067-(    6.8)-T       
1429,F-FD-145,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 44),AB,,SD-NWT(1 - 4 - 45),/,11,1,11,ABFS2067,2,ABFS2102,1.1,A,A,H22S0,H22S0,ABFS2067,2,8.1,,0,C,,,ECA0,AZ,AB(10.09),H22S0(10.09),ABFS2067 ABFS2086 ABFS2069 ABFS2087 ABFS2088 ABFS2093 ABFS2096 ABFS2090 ABFS2091 ABFS2102  ,,,X6,惯青,0.130,H22S0,J,H22S0J540003,E388EESDN04044,E388EESDN04045,,       F-(      2)-ABFS2067-(   2.52)-ABFS2086-(   4.05)-ABFS2069-(      5)-ABFS2087-(   5.64)-ABFS2088-(   6.38)-ABFS2093-(   6.82)-ABFS2096-(   8.18)-ABFS2090-(    8.7)-ABFS2091-(   8.99)-ABFS2102-(  10.09)-T       
1430,F-FD-146,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 45),AB,,SD-NWT(1 - 4 - 46),/,8,1,8,ABFS2102,1.1,ABFS2106,1.6,A,A,H22S0,H22S0,ABFS2102,1.1,5.9,,0,C,,,ECA0,AZ,AB(7.03),H22S0(7.03),ABFS2102 ABFS2091 ABFS2098 ABFS2099 ABFS2100 ABFS2101 ABFS2105 ABFS2106  ,,,X6,惯青,0.130,H22S0,J,H22S0J540003,E388EESDN04045,E388EESDN04046,,       F-(    1.1)-ABFS2102-(   1.39)-ABFS2091-(   1.87)-ABFS2098-(   2.33)-ABFS2099-(   4.41)-ABFS2100-(   4.65)-ABFS2101-(   5.31)-ABFS2105-(   5.43)-ABFS2106-(   7.03)-T       
1431,F-FD-147,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 46),AB,,SD-WT(1 - 4 - 47),/,15,1,15,ABFS2106,1.6,ABFP2167,1.4,A,A,H22P0,H22P0,ABJ10002,2.8,12.1,,0,C,,,ECA0,AZ,AB(14.85),H22S0(2.75) H22P0(12.1),ABFS2106 ABJ10002 ABFP2213 ABFP2212 ABFP2211 ABFP2210 ABFP2198 ABFP2197 ABFP2196 ABFP2164 ABFP2167  ,,,C14,惯青,0.130,H22S0,J,H22P0J540003,E388EESDN04046,E388EESDW04047,,       F-(    1.6)-ABFS2106-(   2.75)-ABJ10002-(   3.21)-ABFP2213-(   4.87)-ABFP2212-(   7.05)-ABFP2211-(   7.16)-ABFP2210-(   9.07)-ABFP2198-(   9.21)-ABFP2197-(   9.57)-ABFP2196-(   12.5)-ABFP2164-(  13.45)-ABFP2167-(  14.85)-T       
1432,F-FD-148,FIRE,21,HLM2,AB,,SD-WT(1 - 4 - 47),AB,,SD-NWT(1 - 4 - 48),/,11,1,11,ABFP2167,1.4,ABFP2207,1.6,A,A,H22P0,H22P0,ABFP2167,1.4,9,,0,C,,,ECA0,AZ,AB(10.35),H22P0(10.35),ABFP2167 ABFP2164 ABFP2196 ABFP2197 ABFP2198 ABFP2210 ABFP2207  ,,,X5,惯青,0.130,H22P0,J,H22P0J540003,E388EESDW04047,E388EESDN04048,,       F-(    1.4)-ABFP2167-(   2.35)-ABFP2164-(   5.28)-ABFP2196-(   5.64)-ABFP2197-(   5.78)-ABFP2198-(   7.69)-ABFP2210-(   8.75)-ABFP2207-(  10.35)-T       
1433,F-FD-149,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 48),AB,,SD-NWT(1 - 4 - 49),/,8,1,8,ABFP2207,1.6,ABFP2186,1.6,A,A,H22P0,H22P0,ABFP2207,1.6,6.3,,0,C,,,ECA0,AZ,AB(7.93),H22P0(7.93),ABFP2207 ABFP2208 ABFP2209 ABFP2184 ABFP2202 ABFP2186  ,,,X5,惯青,0.130,H22P0,J,H22P0J540003,E388EESDN04048,E388EESDN04049,,       F-(    1.6)-ABFP2207-(    2.3)-ABFP2208-(   2.74)-ABFP2209-(   4.93)-ABFP2184-(   5.67)-ABFP2202-(   6.33)-ABFP2186-(   7.93)-T       
1434,F-FD-150,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 49),AB,,SD-NWT(1 - 4 - 50),/,7,1,7,ABFP2186,1.6,ABFP2180,1.6,A,A,H22P0,H22P0,ABFP2186,1.6,4.9,,0,C,,,ECA0,AZ,AB(6.47),H22P0(6.47),ABFP2186 ABFP2187 ABFP2188 ABFP2189 ABFP2190 ABFP2191 ABFP2192 ABFP2180  ,,,X5,惯青,0.130,H22P0,J,H22P0J540003,E388EESDN04049,E388EESDN04050,,       F-(    1.6)-ABFP2186-(   1.98)-ABFP2187-(   2.12)-ABFP2188-(   2.84)-ABFP2189-(    3.7)-ABFP2190-(   3.81)-ABFP2191-(   4.63)-ABFP2192-(   4.87)-ABFP2180-(   6.47)-T       
1435,F-FD-151,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 50),AB,,CM-WM(1 - 4 - 51),/,9,1,9,ABFP2180,1.6,ABFP2159,4,A,A,H22P0,H22P0,ABFP2180,1.6,6.6,,0,C,,,ECA0,AZ,AB(8.16),H22P0(8.16),ABFP2180 ABFP2170 ABFP2161 ABFP2159  ,,,X5,惯青,0.130,H22P0,J,H22P0J540003,E388EESDN04050,E388EEMCN04051,,       F-(    1.6)-ABFP2180-(   3.54)-ABFP2170-(   3.82)-ABFP2161-(   4.16)-ABFP2159-(   8.16)-T       
1436,F-FD-152,FIRE,21,HLM2,AB,,CM-WM(1 - 4 - 51),AB,,SD-NWT(1 - 4 - 52),/,11,1,11,ABFP2159,4,ABFP2130,1.6,A,A,H22P0,H22P0,ABFP2159,4,6.7,,0,C,,,ECA0,AZ,AB(10.71),H22P0(10.71),ABFP2159 ABFP2158 ABFP2157 ABFP2147 ABFP2146 ABFP2130  ,,,X5,惯青,0.130,H22P0,J,H22P0J540003,E388EEMCN04051,E388EESDN04052,,       F-(      4)-ABFP2159-(   5.07)-ABFP2158-(   5.53)-ABFP2157-(   6.51)-ABFP2147-(   6.87)-ABFP2146-(   9.11)-ABFP2130-(  10.71)-T       
1437,F-FD-153,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 52),AB,,SD-NWT(1 - 4 - 53),/,6,1,6,ABFP2130,1.6,ABFP2129,1.5,A,A,H22P0,H22P0,ABFP2130,1.6,4,,0,C,,,ECA0,AZ,AB(5.57),H22P0(5.57),ABFP2130 ABFP2125 ABFP2124 ABFP2123 ABFP2122 ABFP2121 ABFP2129  ,,,X5,惯青,0.130,H22P0,J,H22P0J540003,E388EESDN04052,E388EESDN04053,,       F-(    1.6)-ABFP2130-(   1.76)-ABFP2125-(   2.42)-ABFP2124-(   3.18)-ABFP2123-(   3.24)-ABFP2122-(    3.9)-ABFP2121-(   4.07)-ABFP2129-(   5.57)-T       
1438,F-FD-154,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 53),AB,,SD-NWT(1 - 4 - 54),/,8,1,8,ABFP2129,1.5,ABFP2155,1.1,A,A,H22P0,H22P0,ABFP2129,1.5,5.7,,0,C,,,ECA0,AZ,AB(7.2),H22P0(7.2),ABFP2129 ABFP2144 ABFP2145 ABFP2156 ABFP2155  ,,,X5,惯青,0.130,H22P0,J,H22P0J540003,E388EESDN04053,E388EESDN04054,,       F-(    1.5)-ABFP2129-(   3.74)-ABFP2144-(    4.1)-ABFP2145-(   5.08)-ABFP2156-(    6.1)-ABFP2155-(    7.2)-T       
1439,F-FD-155,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 54),AB,,SD-NWT(1 - 4 - 55),/,11,1,11,ABFP2155,1.1,ABFP2128,1.5,A,A,H22P0,H22P0,ABFP2155,1.1,9,,0,C,,,ECA0,AZ,AB(10.08),H22P0(10.08),ABFP2155 ABFP2154 ABFP2153 ABFP2152 ABFP2151 ABFP2143 ABFP2142 ABFP2128  ,,,X5,惯青,0.130,H22P0,J,H22P0J540003,E388EESDN04054,E388EESDN04055,,       F-(    1.1)-ABFP2155-(    1.4)-ABFP2154-(    1.8)-ABFP2153-(   2.55)-ABFP2152-(   5.01)-ABFP2151-(   5.98)-ABFP2143-(   6.34)-ABFP2142-(   8.58)-ABFP2128-(  10.08)-T       
1440,F-FD-156,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 55),AB,,SD-NWT(1 - 4 - 56),/,5,1,5,ABFP2128,1.5,ABFP2127,1.5,A,A,H22P0,H22P0,ABFP2128,1.5,3.3,,0,C,,,ECA0,AZ,AB(4.77),H22P0(4.77),ABFP2128 ABFP2120 ABFP2119 ABFP2118 ABFP2127  ,,,X5,惯青,0.130,H22P0,J,H22P0J540003,E388EESDN04055,E388EESDN04056,,       F-(    1.5)-ABFP2128-(    1.7)-ABFP2120-(   2.62)-ABFP2119-(   3.11)-ABFP2118-(   3.27)-ABFP2127-(   4.77)-T       
1441,F-FD-157,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 56),AB,,SD-NWT(1 - 4 - 57),/,7,1,7,ABFP2127,1.5,ABFS2018,1.5,A,A,H22S0,H22S0,ABFS2015,4.6,1.7,,0,C,,,ECA0,AZ,AB(6.29),H22P0(4.02) H22S0(2.27),ABFP2127 ABFP2118 ABFP2117 ABFP2116 ABJ10003 ABFS2015 ABFS2018  ,,,X6,惯青,0.130,H22P0,J,H22S0J540003,E388EESDN04056,E388EESDN04057,,       F-(    1.5)-ABFP2127-(   1.66)-ABFP2118-(   2.53)-ABFP2117-(   3.81)-ABFP2116-(   4.02)-ABJ10003-(   4.59)-ABFS2015-(   4.79)-ABFS2018-(   6.29)-T       
1442,F-FD-158,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 57),AB,,SD-NWT(1 - 4 - 58),/,7,1,7,ABFS2018,1.5,ABFP2148,1.1,A,A,H22S0,H22S0,ABFS2051,5.1,1.8,,0,C,,,ECA0,AZ,AB(6.9),H22S0(5.08) H22P0(1.82),ABFS2018 ABFS2034 ABFS2035 ABFS2038 ABFS2051 ABFP2148  ,,,X6,惯青,0.130,H22S0,J,H22S0J540003,E388EESDN04057,E388EESDN04058,,       F-(    1.5)-ABFS2018-(   3.74)-ABFS2034-(    4.1)-ABFS2035-(   4.69)-ABFS2038-(   5.08)-ABFS2051-(    5.8)-ABFP2148-(    6.9)-T       
1443,F-FD-159,FIRE,21,HLM2,AB,,SD-NWT(1 - 4 - 58),AB,,CM-WM(1 - 4 - 59),/,6,1,6,ABFP2148,1.1,ABFS2050,3.4,A,A,H22S0,H22S0,ABFS2051,1.8,4.2,,0,C,,,ECA0,AZ,AB(6),H22P0(1.82) H22S0(4.18),ABFP2148 ABFS2051 ABFS2050  ,,,X6,惯青,0.130,H22P0,J,H22S0J540003,E388EESDN04058,E388EEMCN04059,,       F-(    1.1)-ABFP2148-(   1.82)-ABFS2051-(    2.6)-ABFS2050-(      6)-T       
1444,F-FD-162,FIRE,22,HLM2,AB,,FROM FRONT MCP(1 - 4 - 59),AA,,SD-NWT(1 - 5 - 62),/,19,1,19,ABFS2050,2.8,AAFS0022,1.4,A,A,H22S0,H22S0,ABFS2050,2.8,15.6,,0,C,,,ECA0,AZ,AB(10.7) AA(7.7),H22S0(10.7) H21S0(7.7),ABFS2050 ABFS2049 ABFS2048 ABFS2047 ABFS2046 CDFS2070 CDFS2071 CDFS2061 CDFS2066 CDFS021O CDFS2006 CDFS0059 CDFS0058 CDFS020T AAFS0047 AAFS0048 AAFS0035 AAFS0034 AAFS0033 AAFS0022  ,,,X6,惯青,0.130,H22S0,J,H22S0J540003,E388EEMCN04059,E388EESDN05062,,       F-(    2.8)-ABFS2050-(    3.7)-ABFS2049-(   5.04)-ABFS2048-(    5.3)-ABFS2047-(    6.3)-ABFS2046-(   7.38)-CDFS2070-(   7.82)-CDFS2071-(    8.4)-CDFS2061-(  10.22)-CDFS2066-(   10.7)-CDFS021O-(  11.31)-CDFS2006-(  11.93)-CDFS0059-(  12.33)-CDFS0058-(  12.61)-CDFS020T-(  13.51)-AAFS0047-(  13.75)-AAFS0048-(  14.71)-AAFS0035-(  14.91)-AAFS0034-(  16.75)-AAFS0033-(     17)-AAFS0022-(   18.4)-T       
1445,F-FD-163,FIRE,22,HLM2,AA,,SD-NWT(1 - 5 - 62),AA,,SD-NWT(1 - 5 - 63),/,9,1,9,AAFS0022,1.4,AAFS0046,1.3,A,A,H21S0,H21S0,AAFS0022,1.4,7.6,,0,C,,,ECA0,AZ,AA(8.99),H21S0(8.99),AAFS0022 AAFS0033 AAFS0034 AAFS0035 AAFS0048 AAFS0047 AAFS0046  ,,,X4,惯青,0.130,H21S0,J,H21S0J540003,E388EESDN05062,E388EESDN05063,,       F-(    1.4)-AAFS0022-(   1.65)-AAFS0033-(   3.49)-AAFS0034-(   3.69)-AAFS0035-(   4.65)-AAFS0048-(   4.89)-AAFS0047-(   7.69)-AAFS0046-(   8.99)-T       
1446,F-FD-164,FIRE,22,HLM2,AA,,SD-NWT(1 - 5 - 63),AA,,SD-NWT(1 - 5 - 64),/,9,1,9,AAFS0046,1.3,AAFS0008,1.5,A,A,H21S0,H21S0,AAFS0046,1.3,7.5,,0,C,,,ECA0,AZ,AA(8.83),H21S0(8.83),AAFS0046 AAFS0045 AAFS0044 AAFS0043 AAFS0038 AAFS0037 AAFS0036 AAFS0027 AAFS0026 AAFS0021 AAFS0020 AAFS0012 AAFS0009 AAFS0008  ,,,X4,惯青,0.130,H21S0,J,H21S0J540003,E388EESDN05063,E388EESDN05064,,       F-(    1.3)-AAFS0046-(    1.6)-AAFS0045-(   1.92)-AAFS0044-(   2.26)-AAFS0043-(      3)-AAFS0038-(   3.85)-AAFS0037-(   4.07)-AAFS0036-(   4.62)-AAFS0027-(   5.04)-AAFS0026-(   5.48)-AAFS0021-(   5.78)-AAFS0020-(   6.96)-AAFS0012-(   7.19)-AAFS0009-(   7.33)-AAFS0008-(   8.83)-T       
1447,F-FD-165,FIRE,22,HLM2,AA,,SD-NWT(1 - 5 - 64),AA,,CM-WM(1 - 5 - 65),/,12,1,12,AAFS0008,1.5,AAFS0040,2.9,A,A,H21S0,H21S0,AAFS0008,1.5,10.4,,0,C,,,ECA0,AZ,AA(11.92),H21S0(11.92),AAFS0008 AAFS0009 AAFS0012 AAFS0020 AAFS0021 AAFS0026 AAFS0027 AAFS0036 AAFS0037 AAFS0038 AAFS0043 AAFS0042 AAFS0040  ,,,X4,惯青,0.130,H21S0,J,H21S0J540003,E388EESDN05064,E388EEMCN05065,,       F-(    1.5)-AAFS0008-(   1.64)-AAFS0009-(   1.87)-AAFS0012-(   3.05)-AAFS0020-(   3.35)-AAFS0021-(   3.79)-AAFS0026-(   4.21)-AAFS0027-(   4.76)-AAFS0036-(   4.98)-AAFS0037-(   5.83)-AAFS0038-(   6.57)-AAFS0043-(   7.13)-AAFS0042-(   9.02)-AAFS0040-(  11.92)-T       
1448,F-FD-166,FIRE,22,HLM2,AA,,CM-WM(1 - 5 - 65),AA,,SD-NWT(1 - 5 - 66),/,13,1,13,AAFS0040,2.9,AAFS0066,2.6,A,A,H21S0,H21S0,AAFS0040,2.9,9.1,,0,C,,,ECA0,AZ,AA(12.02),H21S0(12.02),AAFS0040 AAFS0042 AAFS0043 AAFS0044 AAFS0055 AAFS0061 AAFS0062 AAFS0065 AAFS0066  ,,,X4,惯青,0.130,H21S0,J,H21S0J540003,E388EEMCN05065,E388EESDN05066,,       F-(    2.9)-AAFS0040-(   4.79)-AAFS0042-(   5.35)-AAFS0043-(   5.69)-AAFS0044-(   6.55)-AAFS0055-(   7.28)-AAFS0061-(   8.19)-AAFS0062-(   9.31)-AAFS0065-(   9.42)-AAFS0066-(  12.02)-T       
