순번,Circuit,WD 종류,WD Page,Cable Type,From Deck,From Room,From Equipment,To Deck,To Room,To Equipment,Main-SubSystem,길이,가닥수,총길이,From Node,From Length,To Node,To Length,POR Area,SET Area,SET Deck,SET Block,SET Node,S-From Length,S-ToLength,잉여POR,잉여전용량,Cut_div,GroupCircuit,CASING사급,Drum Ser,Drum Seq,Deck PATH,Block PATH,Node PATH,RMK1,RMK2,CUT_NOD,POR_DIV,단위중량,Upper_blk,Stage,DP,From장비Tag,To장비Tag,CheckNode,길이Node,checked,memo,memodate,update_at,setb,setnode_f,setnode_t,list_node,list_BlockPATH,reverse
15,A-AS3-2,CONT,27.3,HLMS37,E2,,E/R ICMS FC12,EF,,G-JB-EFFS,/,46,1,46,E3AP018E,2.7,EFFS0013,1.5,E,E41P0,E41P0,E41P0,E3JBJ014,11.6,34,,0,C,,,ECEF,AB,E3(26.22) EF(19.38),E42P0(11.56) E41P0(14.66) E31P0(8.71) E31S0(10.67),E3AP018E E3AP2246 E3AP2247 E3AP2002 E3AP2248 E3JBJ014 E3FP2132 E3FP2131 E3FP2104 E3FP2103 E3FP2102 E3FP2101 E3FP2100 EFFP023A EFFP0202 EFFP0199 EFFP0197 EFFP0196 EFFP0195 EFFP0180 EFFP0179 EFFP0178 EFJBJ019 EFFS0069 EFFS0068 EFFS0067 EFFS0066 EFFS0014 EFFS0013  ,,,C164,수정,0.965,E41P0,J,E41P0J540003,E420DDFC12,E412AAGJBEFFS,EFFP023A ,       F-(    2.7)-E3AP018E-(   4.92)-E3AP2246-(   6.45)-E3AP2247-(   7.87)-E3AP2002-(  10.13)-E3AP2248-(  11.56)-E3JBJ014-(  13.73)-E3FP2132-(  13.81)-E3FP2131-(  16.59)-E3FP2104-(  17.45)-E3FP2103-(  18.21)-E3FP2102-(  18.27)-E3FP2101-(  18.95)-E3FP2100-(  26.22)-EFFP023A-(  27.29)-EFFP0202-(  28.28)-EFFP0199-(  29.08)-EFFP0197-(  29.24)-EFFP0196-(  29.53)-EFFP0195-(  30.89)-EFFP0180-(  33.67)-EFFP0179-(  34.45)-EFFP0178-(  34.93)-EFJBJ019-(  35.09)-EFFS0069-(  35.29)-EFFS0068-(  36.33)-EFFS0067-(  37.56)-EFFS0066-(  42.41)-EFFS0014-(   44.1)-EFFS0013-(   45.6)-T       ,,,,,,,,,,
16,A-AS3-3,CONT,27.3,HLMS37,E2,,E/R ICMS FC12,EF,,G-JB-EFAP,/,51,1,51,E3AP018E,2.7,EFAP0374,1.4,E,E41P0,E41P0,E41P0,E3JBJ014,11.6,39.1,,0,C,,,ECEF,AB,E3(26.22) EF(24.44),E42P0(11.56) E41P0(14.66) E31P0(9.46) E32P0(13.04) E23P0(1.94),E3AP018E E3AP2246 E3AP2247 E3AP2002 E3AP2248 E3JBJ014 E3FP2132 E3FP2131 E3FP2104 E3FP2103 E3FP2102 E3FP2101 E3FP2100 EFFP023A EFFP0202 EFFP0199 EFFP0200 EFFP0222 EFFP0223 EFFP0224 EFFP0225 EFFP0226 EFJBJ016 EFAP0338 EFAP0339 EFAP0340 EFAP0358 EFAP0356 EFAP0370 EFAP0374  ,,,C164,수정,0.965,E41P0,J,E41P0J540003,E420DDFC12,E412BBGJBEFAP,EFFP023A ,       F-(    2.7)-E3AP018E-(   4.92)-E3AP2246-(   6.45)-E3AP2247-(   7.87)-E3AP2002-(  10.13)-E3AP2248-(  11.56)-E3JBJ014-(  13.73)-E3FP2132-(  13.81)-E3FP2131-(  16.59)-E3FP2104-(  17.45)-E3FP2103-(  18.21)-E3FP2102-(  18.27)-E3FP2101-(  18.95)-E3FP2100-(  26.22)-EFFP023A-(  27.29)-EFFP0202-(  28.28)-EFFP0199-(  31.38)-EFFP0200-(  31.56)-EFFP0222-(  32.28)-EFFP0223-(  34.92)-EFFP0224-(  35.04)-EFFP0225-(  35.48)-EFFP0226-(  35.68)-EFJBJ016-(  38.02)-EFAP0338-(  38.52)-EFAP0339-(  38.72)-EFAP0340-(  39.74)-EFAP0358-(  41.06)-EFAP0356-(  48.72)-EFAP0370-(  49.26)-EFAP0374-(  50.66)-T       ,,,,,,,,,,
17,A-AS3-5,CONT,27.3,HLMS16,E2,,E/R ICMS FC12,E3,,G-JB-PURI(A),/,21,1,21,E3AP018E,2.7,E3AP2219,1.3,E,E42P0,E42P0,E42P0,E3AP018E,2.7,17.5,,0,C,,,ECEF,AD,E3(20.24),E42P0(20.24),E3AP018E E3AP2246 E3AP2247 E3AP2002 E3AP2003 E3AP2241 E3AP2240 E3AP2239 E3AP2238 E3AP2237 E3AP2236 E3AP2210 E3AP2223 E3AP2222 E3AP2221 E3AP2220 E3AP2219  ,,,C91,수정,0.515,E42P0,J,E42P0J540003,E420DDFC12,E412GGGJBPURIA,,       F-(    2.7)-E3AP018E-(   4.92)-E3AP2246-(   6.45)-E3AP2247-(   7.87)-E3AP2002-(   8.26)-E3AP2003-(  10.81)-E3AP2241-(  11.11)-E3AP2240-(  11.97)-E3AP2239-(  12.17)-E3AP2238-(  12.77)-E3AP2237-(  13.43)-E3AP2236-(  14.01)-E3AP2210-(  14.78)-E3AP2223-(  17.76)-E3AP2222-(  18.02)-E3AP2221-(   18.4)-E3AP2220-(  18.94)-E3AP2219-(  20.24)-T       ,,,,,,,,,,
18,A-AS3-6,CONT,27.3,HLMS16,E2,,E/R ICMS FC12,EC,,G-JB-EC,/,30,1,30,E3AP018E,2.7,ECAP0218,2,E,E42P0,E42P0,E42P0,E3AP018E,2.7,26.4,,0,C,,,ECEF,AD,E3(11.87) E2(13.55) EC(3.65),E42P0(11.87) E52P0(13.55) M31A0(3.65),E3AP018E E3AP2246 E3AP2247 E3AP2005 E3AP2261 E3AP2260 E3AP016B E2AP2298 E2AP2299 E2AP2300 E2AP2301 E2AP2302 E2AP2303 E2AP2016 E2AP2013 E2AP2014 E2AP2015 E2AP2332 ECAP1001 ECAP0222 ECAP0217 ECAP0218  ,,,C91,수정,0.515,E52P0,J,E42P0J540003,E420DDFC12,E412EEGJBEC,,       F-(    2.7)-E3AP018E-(   4.92)-E3AP2246-(   6.45)-E3AP2247-(   9.52)-E3AP2005-(   10.6)-E3AP2261-(  11.21)-E3AP2260-(  11.87)-E3AP016B-(   12.8)-E2AP2298-(   13.3)-E2AP2299-(  14.66)-E2AP2300-(  14.68)-E2AP2301-(  15.25)-E2AP2302-(  15.27)-E2AP2303-(  18.55)-E2AP2016-(  19.78)-E2AP2013-(     22)-E2AP2014-(  22.57)-E2AP2015-(  23.55)-E2AP2332-(  25.42)-ECAP1001-(  25.93)-ECAP0222-(  26.25)-ECAP0217-(  27.07)-ECAP0218-(  29.07)-T       ,,,,,,,,,,
19,A-AS7-1,CONT,95,HLMS19,WH,,BCC,AA,,CCC,/,31,1,31,ACFS025B,2.5,AUFP224A,3.7,A,H23P0,H23P0,H23P0,ACFP2169,13,17.9,,0,C,,,ECA0,AE,AC(15.72) AB(2.95) AA(2.91) AU(9.28),H23P0(15.72) H22P0(2.95) H21P0(2.91) H11P0(9.28),ACFS025B ACFS2009 ACFS2021 ACFS2022 ACFS2023 ACFS2024 ACFS2025 ACFS2026 ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2179 ACFP0010 ACFP2183 ACFP2182 ACFP2181 ACFP2169 ABFP025S AAAP025D AUFP225A AUFP2205 AUFP2206 AUFP2207 AUFP2208 AUFP2230 AUFP2229 AUFP2253 AUFP224A  ,,,X7,수정,0.570,,J,H23P0J540003,E409AABCC,B005CCCCC,,       F-(    2.5)-ACFS025B-(   3.18)-ACFS2009-(   3.74)-ACFS2021-(   4.62)-ACFS2022-(   5.41)-ACFS2023-(   6.05)-ACFS2024-(   6.19)-ACFS2025-(   6.67)-ACFS2026-(   6.78)-ACFS2027-(   7.94)-ACFP2176-(   8.42)-ACFP2177-(   8.78)-ACFP2178-(   9.48)-ACFP2179-(  10.33)-ACFP0010-(  11.53)-ACFP2183-(  11.62)-ACFP2182-(  12.15)-ACFP2181-(  13.01)-ACFP2169-(  15.72)-ABFP025S-(  18.67)-AAAP025D-(  21.58)-AUFP225A-(  22.22)-AUFP2205-(  23.22)-AUFP2206-(  24.02)-AUFP2207-(  24.44)-AUFP2208-(  25.59)-AUFP2230-(  25.79)-AUFP2229-(  26.27)-AUFP2253-(  27.16)-AUFP224A-(  30.86)-T       ,,,,,,,,,,
20,A-AS7-2,CONT,95,HLMS19,AA,,CCC,BS,,G-JB-BS,/,199,1,199,AUFP224A,3.7,BSAP0009,1.5,U,BS_AU_C,BS_AU,BS_AU_C,OUFP2606,193.5,5.4,,0,C,,,ECUA,AA,AU(12.82) OU(29.8) CM(14.76) OU(136.28) BS(5.16),H11P0(12.82) D11P0(29.8) G23A0(14.76) D11P0(136.08) F41P0(5.36),AUFP224A AUFP2253 AUFP2229 AUFP2230 AUFP2231 AUFP2232 AUFP2233 AUFP2234 AUFP2235 AUFP2236 AUFP2246 AUFP2245 AUFP2244 AUFP2243 AUFP2242 AUFP2174 AUFP2173 AUFP2078 AUFP2078 OUFP2601 CMFP2301 CMFP2105 CMFP2104 CMFP2302 OUFP2602 OUFP2603 OUFP2604 OUFP2605 OUFP2606 BSAP001L BSAP0003 BSAP0004 BSAP0005 BSAP0007 BSAP0009  ,,,C7,수정,0.570,,P,D11P0P54B103,B005CCCCC,E412DDGJBBS,,       F-(    3.7)-AUFP224A-(   4.59)-AUFP2253-(   5.07)-AUFP2229-(   5.27)-AUFP2230-(   5.76)-AUFP2231-(   6.12)-AUFP2232-(   6.62)-AUFP2233-(   7.22)-AUFP2234-(   7.76)-AUFP2235-(   8.48)-AUFP2236-(   9.16)-AUFP2246-(   9.36)-AUFP2245-(   9.66)-AUFP2244-(  10.72)-AUFP2243-(  11.08)-AUFP2242-(  11.95)-AUFP2174-(  12.25)-AUFP2173-(  12.82)-AUFP2078-(  20.42)-OUFP2601-(  42.62)-CMFP2301-(  43.02)-CMFP2105-(  45.13)-CMFP2104-(  57.38)-CMFP2302-(  63.96)-OUFP2602-(  76.89)-OUFP2603-( 107.06)-OUFP2604-( 149.15)-OUFP2605-( 193.46)-OUFP2606-( 193.66)-BSAP001L-( 194.69)-BSAP0003-( 195.61)-BSAP0004-( 195.91)-BSAP0005-( 196.74)-BSAP0007-( 197.32)-BSAP0009-( 198.82)-T       ,,,,,,,,,,
21,A-AS7-3,CONT,95,HLMS19,WH,,BCC,CD,,G-JB-AA,/,26,1,26,ACFS025B,2.5,CDAS2092,3,A,H23P0,H23P0,H23P0,CDFS0003,16.6,8.6,,0,C,,,ECA0,AE,AC(17.1) AB(3.02) AA(5.06),H23P0(7.78) H23S0(4.11) H23P0(5.21) H22S0(3.02) H21S0(5.06),ACFS025B ACFS2009 ACFS2021 ACFS2022 ACFS2023 ACFS2024 ACFS2025 ACFS2028 ACFS2029 ACFS2051 ACFS2052 ACFS2053 ACFS2008 ACFS2096 ACFS2081 ACFS2082 CDFS2095 CDFS2096 CDFS2097 CDFS2098 CDFS0005 CDFS0003 CDFS021K CDFS0064 CDFS0069 CDFS0063 CDAS021C CDAS2111 CDAS2092  ,,,X7,수정,0.570,,J,H23P0J540003,E409AABCC,E412BBGJBAA,,       F-(    2.5)-ACFS025B-(   3.18)-ACFS2009-(   3.74)-ACFS2021-(   4.62)-ACFS2022-(   5.41)-ACFS2023-(   6.05)-ACFS2024-(   6.19)-ACFS2025-(   7.78)-ACFS2028-(   8.06)-ACFS2029-(   8.69)-ACFS2051-(   8.75)-ACFS2052-(   9.13)-ACFS2053-(  10.13)-ACFS2008-(  10.63)-ACFS2096-(  11.43)-ACFS2081-(  11.89)-ACFS2082-(  12.89)-CDFS2095-(  12.97)-CDFS2096-(  13.37)-CDFS2097-(  14.17)-CDFS2098-(  14.61)-CDFS0005-(  16.63)-CDFS0003-(   17.1)-CDFS021K-(  17.44)-CDFS0064-(  18.85)-CDFS0069-(  19.74)-CDFS0063-(  20.12)-CDAS021C-(  20.72)-CDAS2111-(  22.18)-CDAS2092-(  25.18)-T       ,,,,,,,,,,
22,A-AS7-4,CONT,95,HLMS19,CD,,G-JB-AA,E2,,ECC,/,53,1,53,CDAS2092,3,E3AP013E,2.6,E,E42P0,E42P0,E42P0,E3AP013E,49.8,2.6,,0,C,,,ECEF,AE,AA(4.02) AU(5.21) E2(24.4) E3(18.79),H21S0(3.58) H11S0(2.72) H11P0(2.93) E51P0(6.1) E52P0(18.3) E42P0(18.79),CDAS2092 CDAS2110 CDAS2091 CDFS221A CDFS2089 CDFS2080 CDFS2079 CDFS2085 CDFS2084 CDFS2083 E2FP222B E2FP222B E2FP2005 E2FP2144 E2FP2006 E2FP2007 E2FP2160 E2FP2161 E2FP2162 E2JBJ011 E2AP1020 E2AP2017 E2AP2283 E2AP2010 E2AP2016 E2AP2303 E2AP2302 E2AP2301 E2AP2300 E2AP2299 E2AP2298 E3AP016B E3AP2260 E3AP2261 E3AP2005 E3AP2247 E3AP2002 E3AP2003 E3AP2004 E3AP2001 E3AP2249 E3AP2250 E3AP2251 E3AP2252 E3AP2291 E3AP2292 E3AP2290 E3AP2293 E3AP013E  ,,,C67,수정,0.570,E42P0,J,E42P0J540003,E412BBGJBAA,E419AAECC,,       F-(      3)-CDAS2092-(   3.04)-CDAS2110-(   3.58)-CDAS2091-(   4.02)-CDFS221A-(    4.9)-CDFS2089-(    5.5)-CDFS2080-(    6.3)-CDFS2079-(    6.9)-CDFS2085-(   8.11)-CDFS2084-(   8.71)-CDFS2083-(   9.23)-E2FP222B-(  10.61)-E2FP2005-(  11.01)-E2FP2144-(  11.43)-E2FP2006-(  12.39)-E2FP2007-(  13.84)-E2FP2160-(  15.01)-E2FP2161-(  15.19)-E2FP2162-(  15.33)-E2JBJ011-(  15.55)-E2AP1020-(  18.67)-E2AP2017-(  20.62)-E2AP2283-(  23.84)-E2AP2010-(  26.95)-E2AP2016-(  30.23)-E2AP2303-(  30.25)-E2AP2302-(  30.82)-E2AP2301-(  30.84)-E2AP2300-(   32.2)-E2AP2299-(   32.7)-E2AP2298-(  33.63)-E3AP016B-(  34.29)-E3AP2260-(   34.9)-E3AP2261-(  35.98)-E3AP2005-(  39.05)-E3AP2247-(  40.47)-E3AP2002-(  40.86)-E3AP2003-(  41.58)-E3AP2004-(  43.69)-E3AP2001-(  44.39)-E3AP2249-(  45.16)-E3AP2250-(  45.31)-E3AP2251-(  45.35)-E3AP2252-(  47.14)-E3AP2291-(   47.2)-E3AP2292-(  47.76)-E3AP2290-(  48.21)-E3AP2293-(  49.82)-E3AP013E-(  52.42)-T       ,,,,,,,,,,
23,A-BC1-1,CONT,98,HT4,EC,,COMPOSITE BOILER CONTROL PANEL,EC,,F.D FAN,/,13,1,13,E2AS013A,1.6,ECAS0073,2.8,E,E52P0,E52P0,E52P0,E2AP013B,8.6,4.2,,0,C,,CASING사급,ECEF,AH,E2(8.62) EC(4.2),E52S0(4.29) E52P0(4.33) M31A0(4.2),E2AS013A E2AS2233 E2AS2234 E2AS2235 E2AS2236 E2JBJ022 E2AP2381 E2AP2382 E2AP2383 E2AP013B ECAS0071 ECAS0072 ECAS0073  ,,,C5,수정,0.360,E52S0,J,E52P0J540003,M607EEBC1106,M607EEBC1108,,       F-(    1.6)-E2AS013A-(   2.49)-E2AS2233-(   2.83)-E2AS2234-(   3.43)-E2AS2235-(   4.11)-E2AS2236-(   4.29)-E2JBJ022-(   4.81)-E2AP2381-(   5.36)-E2AP2382-(   7.03)-E2AP2383-(   8.62)-E2AP013B-(   9.08)-ECAS0071-(   9.38)-ECAS0072-(  10.02)-ECAS0073-(  12.82)-T       ,,,,,,,,,,
24,A-BC1-10,CONT,98,HLMS4,EC,,COMPOSITE BOILER CONTROL PANEL,E3,,COMPOSITE BOILER SALINITY INDICATOR (W03),/,57,1,57,E2AS013A,1.6,E3AP2401,1.8,E,E32P0,E32P0,E32P0,E3AP016B,31.6,24.7,,0,C,,,ECEF,AJ,E2(31.57) E3(6.37) EF(14.67) E3(3.65),E52S0(4.29) E52P0(27.28) E42P0(6.37) E32P0(18.32),E2AS013A E2AS2233 E2AS2234 E2AS2235 E2AS2236 E2JBJ022 E2AP2381 E2AP2382 E2AP2383 E2AP2384 E2AP2385 E2AP2386 E2AP2393 E2AP2392 E2AP2390 E2AP2389 E2AP2388 E2AP2328 E2AP2327 E2AP2326 E2AP2283 E2AP2010 E2AP2016 E2AP2303 E2AP2302 E2AP2301 E2AP2300 E2AP2299 E2AP2298 E3AP016B E3AP2260 E3AP2259 E3AP2258 E3AP2257 E3AP2256 EFAP016C EFAP0358 EFAP0359 EFAP0367 EFAP0368 EFAP0387 EFAP0388 EFAP0391 EFAP013A E3AP2296 E3AP2401  ,,,C84,수정,0.150,E52P0,J,E42P0J540003,M607EEBC1106,M607BBCBSIW03,E2AP2016 EFAP016C ,       F-(    1.6)-E2AS013A-(   2.49)-E2AS2233-(   2.83)-E2AS2234-(   3.43)-E2AS2235-(   4.11)-E2AS2236-(   4.29)-E2JBJ022-(   4.81)-E2AP2381-(   5.36)-E2AP2382-(   7.03)-E2AP2383-(   7.25)-E2AP2384-(   8.25)-E2AP2385-(   9.03)-E2AP2386-(   9.98)-E2AP2393-(   10.1)-E2AP2392-(  11.86)-E2AP2390-(  12.34)-E2AP2389-(  13.08)-E2AP2388-(   15.5)-E2AP2328-(  15.64)-E2AP2327-(  17.32)-E2AP2326-(  18.56)-E2AP2283-(  21.78)-E2AP2010-(  24.89)-E2AP2016-(  28.17)-E2AP2303-(  28.19)-E2AP2302-(  28.76)-E2AP2301-(  28.78)-E2AP2300-(  30.14)-E2AP2299-(  30.64)-E2AP2298-(  31.57)-E3AP016B-(  32.23)-E3AP2260-(  34.87)-E3AP2259-(  35.23)-E3AP2258-(  35.45)-E3AP2257-(  36.71)-E3AP2256-(  37.94)-EFAP016C-(  40.57)-EFAP0358-(  42.33)-EFAP0359-(  45.39)-EFAP0367-(  45.47)-EFAP0368-(  46.11)-EFAP0387-(  46.71)-EFAP0388-(   50.2)-EFAP0391-(  52.61)-EFAP013A-(  53.32)-E3AP2296-(  54.46)-E3AP2401-(  56.26)-T       ,,,,,,,,,,
25,A-BC1-11,CONT,98,MAKECABL,E3,,COMPOSITE BOILER SALINITY INDICATOR (W03),E3,,SALINITY DETECTOR,/,5,1,5,E3AP2401,1.8,E3AP2402,1.7,E,E32P0,E32P0,E32P0,E3AP2401,1.8,3.2,,0,N,,,ECEF,01,E3(4.96),E32P0(4.96),E3AP2401 E3AP2296 E3AP2402  ,,,X13,수정,1.000,E32P0,J,E32P0J540003,M607BBCBSIW03,M607EEBC1107,,       F-(    1.8)-E3AP2401-(   2.94)-E3AP2296-(   3.26)-E3AP2402-(   4.96)-T       ,,,,,,,,,,
26,A-BC1-12,CONT,98,HLM2,EC,,COMPOSITE BOILER CONTROL PANEL,E3,,OIL DETECTOR,/,57,1,57,E2AS013A,1.6,E3AP2397,1.9,E,E32P0,E32P0,E32P0,E3AP016B,31.6,25,,0,C,,,ECEF,AC,E2(31.57) E3(6.37) EF(13.66) E3(4.95),E52S0(4.29) E52P0(27.28) E42P0(6.37) E32P0(18.61),E2AS013A E2AS2233 E2AS2234 E2AS2235 E2AS2236 E2JBJ022 E2AP2381 E2AP2382 E2AP2383 E2AP2384 E2AP2385 E2AP2386 E2AP2393 E2AP2392 E2AP2390 E2AP2389 E2AP2388 E2AP2328 E2AP2327 E2AP2326 E2AP2283 E2AP2010 E2AP2016 E2AP2303 E2AP2302 E2AP2301 E2AP2300 E2AP2299 E2AP2298 E3AP016B E3AP2260 E3AP2259 E3AP2258 E3AP2257 E3AP2256 EFAP016C EFAP0358 EFAP0359 EFAP0367 EFAP0368 EFAP0387 EFAP0388 EFAP0391 EFAP014B E3AP2275 E3AP2276 E3AP2397  ,,,C84,수정,0.130,E52P0,J,E42P0J540003,M607EEBC1106,M607EEBC1103,E2AP2016 EFAP016C ,       F-(    1.6)-E2AS013A-(   2.49)-E2AS2233-(   2.83)-E2AS2234-(   3.43)-E2AS2235-(   4.11)-E2AS2236-(   4.29)-E2JBJ022-(   4.81)-E2AP2381-(   5.36)-E2AP2382-(   7.03)-E2AP2383-(   7.25)-E2AP2384-(   8.25)-E2AP2385-(   9.03)-E2AP2386-(   9.98)-E2AP2393-(   10.1)-E2AP2392-(  11.86)-E2AP2390-(  12.34)-E2AP2389-(  13.08)-E2AP2388-(   15.5)-E2AP2328-(  15.64)-E2AP2327-(  17.32)-E2AP2326-(  18.56)-E2AP2283-(  21.78)-E2AP2010-(  24.89)-E2AP2016-(  28.17)-E2AP2303-(  28.19)-E2AP2302-(  28.76)-E2AP2301-(  28.78)-E2AP2300-(  30.14)-E2AP2299-(  30.64)-E2AP2298-(  31.57)-E3AP016B-(  32.23)-E3AP2260-(  34.87)-E3AP2259-(  35.23)-E3AP2258-(  35.45)-E3AP2257-(  36.71)-E3AP2256-(  37.94)-EFAP016C-(  40.57)-EFAP0358-(  42.33)-EFAP0359-(  45.39)-EFAP0367-(  45.47)-EFAP0368-(  46.11)-EFAP0387-(  46.71)-EFAP0388-(   50.2)-EFAP0391-(   51.6)-EFAP014B-(  52.39)-E3AP2275-(  54.13)-E3AP2276-(  54.65)-E3AP2397-(  56.55)-T       ,,,,,,,,,,
27,A-BC1-13,CONT,98,HD2,EC,,COMPOSITE BOILER CONTROL PANEL,E3,,OIL DETECTOR,/,57,1,57,E2AS013A,1.6,E3AP2397,1.9,E,E32P0,E32P0,E32P0,E3AP016B,31.6,25,,0,C,,,ECEF,AK,E2(31.57) E3(6.37) EF(13.66) E3(4.95),E52S0(4.29) E52P0(27.28) E42P0(6.37) E32P0(18.61),E2AS013A E2AS2233 E2AS2234 E2AS2235 E2AS2236 E2JBJ022 E2AP2381 E2AP2382 E2AP2383 E2AP2384 E2AP2385 E2AP2386 E2AP2393 E2AP2392 E2AP2390 E2AP2389 E2AP2388 E2AP2328 E2AP2327 E2AP2326 E2AP2283 E2AP2010 E2AP2016 E2AP2303 E2AP2302 E2AP2301 E2AP2300 E2AP2299 E2AP2298 E3AP016B E3AP2260 E3AP2259 E3AP2258 E3AP2257 E3AP2256 EFAP016C EFAP0358 EFAP0359 EFAP0367 EFAP0368 EFAP0387 EFAP0388 EFAP0391 EFAP014B E3AP2275 E3AP2276 E3AP2397  ,,,C84,수정,0.240,E52P0,J,E42P0J540003,M607EEBC1106,M607EEBC1103,E2AP2016 EFAP016C ,       F-(    1.6)-E2AS013A-(   2.49)-E2AS2233-(   2.83)-E2AS2234-(   3.43)-E2AS2235-(   4.11)-E2AS2236-(   4.29)-E2JBJ022-(   4.81)-E2AP2381-(   5.36)-E2AP2382-(   7.03)-E2AP2383-(   7.25)-E2AP2384-(   8.25)-E2AP2385-(   9.03)-E2AP2386-(   9.98)-E2AP2393-(   10.1)-E2AP2392-(  11.86)-E2AP2390-(  12.34)-E2AP2389-(  13.08)-E2AP2388-(   15.5)-E2AP2328-(  15.64)-E2AP2327-(  17.32)-E2AP2326-(  18.56)-E2AP2283-(  21.78)-E2AP2010-(  24.89)-E2AP2016-(  28.17)-E2AP2303-(  28.19)-E2AP2302-(  28.76)-E2AP2301-(  28.78)-E2AP2300-(  30.14)-E2AP2299-(  30.64)-E2AP2298-(  31.57)-E3AP016B-(  32.23)-E3AP2260-(  34.87)-E3AP2259-(  35.23)-E3AP2258-(  35.45)-E3AP2257-(  36.71)-E3AP2256-(  37.94)-EFAP016C-(  40.57)-EFAP0358-(  42.33)-EFAP0359-(  45.39)-EFAP0367-(  45.47)-EFAP0368-(  46.11)-EFAP0387-(  46.71)-EFAP0388-(   50.2)-EFAP0391-(   51.6)-EFAP014B-(  52.39)-E3AP2275-(  54.13)-E3AP2276-(  54.65)-E3AP2397-(  56.55)-T       ,,,,,,,,,,
28,A-BC1-2,CONT,98,HT2,EC,,COMPOSITE BOILER CONTROL PANEL,E3,,NO.1 BOILER F.O PUMP,/,54,1,54,E2AS013A,1.6,E3AP2382,1.7,E,E42P0,E42P0,E42P0,E3AP016B,31.6,22.2,,0,C,,,ECEF,AL,E2(31.57) E3(22.22),E52S0(4.29) E52P0(27.28) E42P0(22.22),E2AS013A E2AS2233 E2AS2234 E2AS2235 E2AS2236 E2JBJ022 E2AP2381 E2AP2382 E2AP2383 E2AP2384 E2AP2385 E2AP2386 E2AP2393 E2AP2392 E2AP2390 E2AP2389 E2AP2388 E2AP2328 E2AP2327 E2AP2326 E2AP2283 E2AP2010 E2AP2016 E2AP2303 E2AP2302 E2AP2301 E2AP2300 E2AP2299 E2AP2298 E3AP016B E3AP2260 E3AP2261 E3AP2005 E3AP2247 E3AP2002 E3AP2003 E3AP2241 E3AP2240 E3AP2239 E3AP2238 E3AP2237 E3AP2236 E3AP2210 E3AP2223 E3AP2222 E3AP2221 E3AP2220 E3AP2215 E3AP2382  ,,,C84,수정,0.280,E52P0,J,E42P0J540003,M607EEBC1106,M607EEFOPP1,E2AP2016 ,       F-(    1.6)-E2AS013A-(   2.49)-E2AS2233-(   2.83)-E2AS2234-(   3.43)-E2AS2235-(   4.11)-E2AS2236-(   4.29)-E2JBJ022-(   4.81)-E2AP2381-(   5.36)-E2AP2382-(   7.03)-E2AP2383-(   7.25)-E2AP2384-(   8.25)-E2AP2385-(   9.03)-E2AP2386-(   9.98)-E2AP2393-(   10.1)-E2AP2392-(  11.86)-E2AP2390-(  12.34)-E2AP2389-(  13.08)-E2AP2388-(   15.5)-E2AP2328-(  15.64)-E2AP2327-(  17.32)-E2AP2326-(  18.56)-E2AP2283-(  21.78)-E2AP2010-(  24.89)-E2AP2016-(  28.17)-E2AP2303-(  28.19)-E2AP2302-(  28.76)-E2AP2301-(  28.78)-E2AP2300-(  30.14)-E2AP2299-(  30.64)-E2AP2298-(  31.57)-E3AP016B-(  32.23)-E3AP2260-(  32.84)-E3AP2261-(  33.92)-E3AP2005-(  36.99)-E3AP2247-(  38.41)-E3AP2002-(   38.8)-E3AP2003-(  41.35)-E3AP2241-(  41.65)-E3AP2240-(  42.51)-E3AP2239-(  42.71)-E3AP2238-(  43.31)-E3AP2237-(  43.97)-E3AP2236-(  44.55)-E3AP2210-(  45.32)-E3AP2223-(   48.3)-E3AP2222-(  48.56)-E3AP2221-(  48.94)-E3AP2220-(  51.27)-E3AP2215-(  52.09)-E3AP2382-(  53.79)-T       ,,,,,,,,,,
