순번,Circuit,WD 종류,WD Page,Cable Type,From Deck,From Room,From Equipment,To Deck,To Room,To Equipment,Main-SubSystem,길이,가닥수,총길이,From Node,From Length,To Node,To Length,POR Area,SET Area,SET Deck,SET Block,SET Node,S-From Length,S-ToLength,잉여POR,잉여전용량,Cut_div,GroupCircuit,CASING사급,Drum Ser,Drum Seq,Deck PATH,Block PATH,Node PATH,RMK1,RMK2,CUT_NOD,POR_DIV,단위중량,Upper_blk,Stage,DP,From장비Tag,To장비Tag,CheckNode,길이Node,checked,memo,memodate,update_at,setb,setnode_f,setnode_t,list_node,list_BlockPATH,reverse
1531,C-VS-1,NAVI,81,MC14,CP,,VSAT ANTENNA (O.F.E),AN,,VSAT 24U RACK (O.F.E),/,41,1,41,ANFP025C,4.1,ACFS020C,3.2,A,H23P0,H23P0,H23P0,ACFP022E,15.3,25.7,,0,C,,,ECA0,CR,AN(15.29) AC(25.68),H24A0(15.29) H23P0(11.53) H23S0(14.15),ANFP025C ANFP6001 ANFP6003 ANFP6007 ANFP6011 ACFP022E ACFP6026 ACFP6023 ACFP6022 ACFP6021 ACFP6020 ACFS6003 ACFS6013 ACFS6004 ACFS6009 ACFS6012 ACFS6014 ACFS0014 ACFS020C  ,,,C46,수정,0.000,,J,H23P0J540003,******VSATANT,******VSATRACK,,       F-(    4.1)-ANFP025C-(   4.34)-ANFP6001-(   5.76)-ANFP6003-(   8.53)-ANFP6007-(  11.62)-ANFP6011-(  15.29)-ACFP022E-(  18.57)-ACFP6026-(  21.03)-ACFP6023-(  22.67)-ACFP6022-(  24.23)-ACFP6021-(  25.35)-ACFP6020-(  26.82)-ACFS6003-(  28.07)-ACFS6013-(  29.39)-ACFS6004-(  29.85)-ACFS6009-(  35.85)-ACFS6012-(  37.37)-ACFS6014-(  37.59)-ACFS0014-(  37.77)-ACFS020C-(  40.97)-T       ,,,,,,,,,,
1532,C-VS-2,NAVI,81,CAT6ZH,AN,,VSAT 24U RACK (O.F.E),AC,,HYBRID TYPE AUTOMATIC TELEPHONE EXCHANGE UNIT,/,29,1,29,ACFS020B,3.2,ABFP025T,4.1,A,H23P0,H23P0,H23P0,ACFS0007,5.4,22.8,,0,C,,,ECA0,BA,AC(8.83) AB(19.35),H23S0(3.82) H23P0(5.01) H22S0(7.29) H22P0(12.06),ACFS020B ACFS0013 ACFS5026 ACFS0007 CDFS021L CDFS5025 CDFS5009 CDFS5003 ABFS5005 ABFS5004 ABFP5011 ABFP5012 ABFP5013 ABFP5022 ABFP025T  ,,,X7,수정,0.067,,J,H23P0J540003,******VSATRACK,E378AAATEXCH,,       F-(    3.2)-ACFS020B-(   3.38)-ACFS0013-(   3.82)-ACFS5026-(   5.43)-ACFS0007-(   8.83)-CDFS021L-(   9.01)-CDFS5025-(   9.21)-CDFS5009-(  12.06)-CDFS5003-(   12.3)-ABFS5005-(  16.12)-ABFS5004-(  18.58)-ABFP5011-(  20.72)-ABFP5012-(   22.7)-ABFP5013-(   23.9)-ABFP5022-(  24.08)-ABFP025T-(  28.18)-T       ,,,,,,,,,,
1533,C-VS-2A,NAVI,81,CAT6ZH,AN,,VSAT 24U RACK (O.F.E),AC,,HYBRID TYPE AUTOMATIC TELEPHONE EXCHANGE UNIT,/,29,1,29,ACFS020B,3.2,ABFP025T,4.1,A,H23P0,H23P0,H23P0,ACFS0007,5.4,22.8,,0,C,,,ECA0,BA,AC(8.83) AB(19.35),H23S0(3.82) H23P0(5.01) H22S0(7.29) H22P0(12.06),ACFS020B ACFS0013 ACFS5026 ACFS0007 CDFS021L CDFS5025 CDFS5009 CDFS5003 ABFS5005 ABFS5004 ABFP5011 ABFP5012 ABFP5013 ABFP5022 ABFP025T  ,,,X7,수정,0.067,,J,H23P0J540003,******VSATRACK,E378AAATEXCH,,       F-(    3.2)-ACFS020B-(   3.38)-ACFS0013-(   3.82)-ACFS5026-(   5.43)-ACFS0007-(   8.83)-CDFS021L-(   9.01)-CDFS5025-(   9.21)-CDFS5009-(  12.06)-CDFS5003-(   12.3)-ABFS5005-(  16.12)-ABFS5004-(  18.58)-ABFP5011-(  20.72)-ABFP5012-(   22.7)-ABFP5013-(   23.9)-ABFP5022-(  24.08)-ABFP025T-(  28.18)-T       ,,,,,,,,,,
1534,C-VS-2B,NAVI,81,CAT6ZH,AN,,VSAT 24U RACK (O.F.E),AC,,HYBRID TYPE AUTOMATIC TELEPHONE EXCHANGE UNIT,/,29,1,29,ACFS020B,3.2,ABFP025T,4.1,A,H23P0,H23P0,H23P0,ACFS0007,5.4,22.8,,0,C,,,ECA0,BA,AC(8.83) AB(19.35),H23S0(3.82) H23P0(5.01) H22S0(7.29) H22P0(12.06),ACFS020B ACFS0013 ACFS5026 ACFS0007 CDFS021L CDFS5025 CDFS5009 CDFS5003 ABFS5005 ABFS5004 ABFP5011 ABFP5012 ABFP5013 ABFP5022 ABFP025T  ,,,X7,수정,0.067,,J,H23P0J540003,******VSATRACK,E378AAATEXCH,,       F-(    3.2)-ACFS020B-(   3.38)-ACFS0013-(   3.82)-ACFS5026-(   5.43)-ACFS0007-(   8.83)-CDFS021L-(   9.01)-CDFS5025-(   9.21)-CDFS5009-(  12.06)-CDFS5003-(   12.3)-ABFS5005-(  16.12)-ABFS5004-(  18.58)-ABFP5011-(  20.72)-ABFP5012-(   22.7)-ABFP5013-(   23.9)-ABFP5022-(  24.08)-ABFP025T-(  28.18)-T       ,,,,,,,,,,
1535,C-VS-3,NAVI,81,CAT6ZH,AN,,VSAT 24U RACK (O.F.E),WH,,RJ45 1 PORT,/,14,1,14,ACFS020B,3.2,ACFS024F,2.8,A,H23P0,H23P0,H23P0,ACFS0007,5.4,8.5,,0,C,,,ECA0,BB,AC(13.97),H23S0(3.82) H23P0(2.09) H23S0(8.06),ACFS020B ACFS0013 ACFS5026 ACFS0007 CDFS5024 ACFS5019 ACFS5017 ACFS5018 ACFS024F  ,,,X7,수정,0.067,,J,H23P0J540003,******VSATRACK,E378CCVS3,,       F-(    3.2)-ACFS020B-(   3.38)-ACFS0013-(   3.82)-ACFS5026-(   5.43)-ACFS0007-(   5.91)-CDFS5024-(   7.92)-ACFS5019-(   9.98)-ACFS5017-(  10.28)-ACFS5018-(  11.17)-ACFS024F-(  13.97)-T       ,,,,,,,,,,
1536,C-VS-3A,NAVI,81,MAKECABL,WH,,RJ45 1 PORT,WH,,VOIP TELEPHONE(O.F.E),/,1,1,1,,0,,0,A,H24A0,H24A0,H24A0,,0,0,,0,N,,,ECA0,01,,-BLK LGTH(1)-,,,,B,수정,1.000,,J,H24A0J540003,E378CCVS3,******VS3A,,,,,,,,,,,,
1537,C-VS-4,NAVI,81,CAT6ZH,AN,,VSAT 24U RACK (O.F.E),AA,,RJ45 1 PORT,/,29,1,29,ACFS020B,3.1,AAAP5015,2.1,A,H23P0,H23P0,H23P0,ACFS0007,5.3,23.1,,0,C,,,ECA0,BA,AC(8.73) AB(2.93) AA(16.81),H23S0(3.72) H23P0(5.01) H22S0(2.93) H21S0(5.73) H21P0(11.08),ACFS020B ACFS0013 ACFS5026 ACFS0007 CDFS021L CDFS5025 CDFS5009 CDAS021D CDAS5020 CDAS5024 AAAS5023 AAAS5010 AAAS5009 AAAP5013 AAAP5014 AAAP0006 AAAP5015  ,,,X7,수정,0.067,,J,H23P0J540003,******VSATRACK,E378CCVS4,,       F-(    3.1)-ACFS020B-(   3.28)-ACFS0013-(   3.72)-ACFS5026-(   5.33)-ACFS0007-(   8.73)-CDFS021L-(   8.91)-CDFS5025-(   9.11)-CDFS5009-(  11.66)-CDAS021D-(  12.04)-CDAS5020-(  14.42)-CDAS5024-(  14.88)-AAAS5023-(  17.04)-AAAS5010-(  17.39)-AAAS5009-(  21.73)-AAAP5013-(  22.83)-AAAP5014-(  24.49)-AAAP0006-(  26.37)-AAAP5015-(  28.47)-T       ,,,,,,,,,,
1538,C-VS-4A,NAVI,81,MAKECABL,AA,,RJ45 1 PORT,AA,,VOIP TELEPHONE(O.F.E),/,1,1,1,,0,,0,A,H21P0,H21P0,H21P0,,0,0,,0,N,,,ECA0,01,,-BLK LGTH(1)-,,,,B,수정,1.000,,J,H21P0J540003,E378CCVS4,******VS4A,,,,,,,,,,,,
1539,C-VS-5,NAVI,81,CAT6ZH,AN,,VSAT 24U RACK (O.F.E),WH,,INMARSAT-FBB500 COMMUNICATION UNIT,/,14,1,14,ACFS020B,3.2,ACFS024F,2.8,A,H23P0,H23P0,H23P0,ACFS0007,5.4,8.5,,0,C,,,ECA0,BB,AC(13.97),H23S0(3.82) H23P0(2.09) H23S0(8.06),ACFS020B ACFS0013 ACFS5026 ACFS0007 CDFS5024 ACFS5019 ACFS5017 ACFS5018 ACFS024F  ,,,X7,수정,0.067,,J,H23P0J540003,******VSATRACK,E395AASFCU,,       F-(    3.2)-ACFS020B-(   3.38)-ACFS0013-(   3.82)-ACFS5026-(   5.43)-ACFS0007-(   5.91)-CDFS5024-(   7.92)-ACFS5019-(   9.98)-ACFS5017-(  10.28)-ACFS5018-(  11.17)-ACFS024F-(  13.97)-T       ,,,,,,,,,,
1540,C-VS-6,NAVI,81,CAT6ZH,AN,,VSAT 24U RACK (O.F.E),AC,,RJ45 1 PORT,/,32,1,32,ACFS020B,3.2,ACFS5020,1.2,A,H23P0,H23P0,H23P0,ACFS0007,5.4,25.9,,0,C,,,ECA0,AZ,AC(31.33),H23S0(3.82) H23P0(2.09) H23S0(25.42),ACFS020B ACFS0013 ACFS5026 ACFS0007 CDFS5024 ACFS5019 ACFS5017 ACFS5016 ACFS5015 ACFS5014 ACFS5012 ACFS5011 ACFS5008 ACFS5007 ACFS5020  ,,,X7,수정,0.067,,J,H23P0J540003,******VSATRACK,E378CCVS6,,       F-(    3.2)-ACFS020B-(   3.38)-ACFS0013-(   3.82)-ACFS5026-(   5.43)-ACFS0007-(   5.91)-CDFS5024-(   7.92)-ACFS5019-(   9.98)-ACFS5017-(   11.3)-ACFS5016-(  11.44)-ACFS5015-(  12.42)-ACFS5014-(  14.66)-ACFS5012-(  15.82)-ACFS5011-(   19.5)-ACFS5008-(  23.46)-ACFS5007-(  30.13)-ACFS5020-(  31.33)-T       ,,,,,,,,,,
1541,C-VS-6A,NAVI,81,MAKECABL,AC,,RJ45 1 PORT,AC,,VOIP TELEPHONE(O.F.E),/,1,1,1,,0,,0,A,H23S0,H23S0,H23S0,,0,0,,0,N,,,ECA0,01,,-BLK LGTH(1)-,,,,B,수정,1.000,,J,H23S0J540003,E378CCVS6,******VS6A,,,,,,,,,,,,
1542,C-WH-1,NAVI,49,HD2,WH,,WHISTLE HORN CONTROLLER (HC-7123),RM,,AIR WHIST,/,29,1,29,ACFS025H,2.5,ANFP022B,11.5,A,H23P0,H23P0,H23P0,ACFS025H,2.5,26.3,,0,C,,,ECA0,AD,AC(10.53) AN(18.3),H23P0(5.33) H23S0(5.2) H24A0(18.3),ACFS025H ACFS2027 ACFS2026 ACFS2025 ACFS2028 ACFS2029 ACFS2051 ACFS2052 ACFS2053 ACFS2008 ACFS2096 ACFS2081 ACFS2080 ACFS022A ANFP2155 ANFP2156 ANFP2157 ANFP0008 ANFP2169 ANFP2170 ANFP2177 ANFP2178 ANFP2179 ANFP2180 ANFP022B  ,,,C86,수정,0.240,,J,H23P0J540003,E409AABCC,E371BBWHAIR,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   3.26)-ACFS2026-(   3.74)-ACFS2025-(   5.33)-ACFS2028-(   5.61)-ACFS2029-(   6.24)-ACFS2051-(    6.3)-ACFS2052-(   6.68)-ACFS2053-(   7.68)-ACFS2008-(   8.18)-ACFS2096-(   8.98)-ACFS2081-(   9.18)-ACFS2080-(  10.53)-ACFS022A-(   11.2)-ANFP2155-(  11.71)-ANFP2156-(  12.49)-ANFP2157-(  13.35)-ANFP0008-(  13.71)-ANFP2169-(  13.91)-ANFP2170-(  14.65)-ANFP2177-(  14.71)-ANFP2178-(  15.15)-ANFP2179-(  15.49)-ANFP2180-(  17.33)-ANFP022B-(  28.83)-T       ,,,,,,,,,,
1543,C-WH-10,NAVI,49,HLM2,WH,,BCC TB,AN,,MORSEKEY  (YARD SUPPLY),/,25,1,25,ACFS025H,2.5,ANFP2033,2,A,H23P0,H23P0,H23P0,ACFS025H,2.5,21.5,,0,C,,,ECA0,AU,AC(20.67) AN(3.34),H23P0(18) H52P0(.08) H23P0(2.59) H52P0(3.34),ACFS025H ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2179 ACFP0010 ACFP2183 ACFP2182 ACFP2181 ACFP2169 ACFP2170 ACFP2171 ACFP2172 ACFP2173 ACFP2174 ACFP2175 ACFP2048 ACFP2049 ACFP025E ANFP2026 ANFP2027 ANFP2028 ANFP2033  ,,,C86,수정,0.130,,J,H23P0J540003,E409AABCC,E72008CWH10,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   4.31)-ACFP2176-(   4.79)-ACFP2177-(   5.15)-ACFP2178-(   5.85)-ACFP2179-(    6.7)-ACFP0010-(    7.9)-ACFP2183-(   7.99)-ACFP2182-(   8.52)-ACFP2181-(   9.38)-ACFP2169-(   9.97)-ACFP2170-(   11.3)-ACFP2171-(  11.41)-ACFP2172-(  12.27)-ACFP2173-(  13.79)-ACFP2174-(  16.19)-ACFP2175-(     18)-ACFP2048-(  18.08)-ACFP2049-(  20.67)-ACFP025E-(  20.81)-ANFP2026-(  21.29)-ANFP2027-(  21.61)-ANFP2028-(  22.01)-ANFP2033-(  24.01)-T       ,,,,,,,,,,
1544,C-WH-11,NAVI,49,HLM2,WH,,BCC TB,WH,,WHISTLE PUSH BUTTON (PB-7316),/,10,1,10,ACFS025H,2.5,ANFP2007,1.2,A,H23P0,H23P0,H23P0,ACFS025H,2.5,7.2,,0,C,,,ECA0,AU,AC(8.13) AN(1.59),H23P0(8.13) H24A0(1.59),ACFS025H ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2163 ACFP027A ANFP2009 ANFP2008 ANFP2007  ,,,C86,수정,0.130,,J,H23P0J540003,E409AABCC,E371DDWHWFPB,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   4.31)-ACFP2176-(   4.79)-ACFP2177-(   5.15)-ACFP2178-(   7.72)-ACFP2163-(   8.13)-ACFP027A-(   8.41)-ANFP2009-(   8.44)-ANFP2008-(   8.52)-ANFP2007-(   9.72)-T       ,,,,,,,,,,
1545,C-WH-2,NAVI,49,HD2,WH,,WHISTLE HORN CONTROLLER (HC-7123),RM,,AIR WHIST,/,29,1,29,ACFS025H,2.5,ANFP022B,11.5,A,H23P0,H23P0,H23P0,ACFS025H,2.5,26.3,,0,C,,,ECA0,AD,AC(10.53) AN(18.3),H23P0(5.33) H23S0(5.2) H24A0(18.3),ACFS025H ACFS2027 ACFS2026 ACFS2025 ACFS2028 ACFS2029 ACFS2051 ACFS2052 ACFS2053 ACFS2008 ACFS2096 ACFS2081 ACFS2080 ACFS022A ANFP2155 ANFP2156 ANFP2157 ANFP0008 ANFP2169 ANFP2170 ANFP2177 ANFP2178 ANFP2179 ANFP2180 ANFP022B  ,,,C86,수정,0.240,,J,H23P0J540003,E409AABCC,E371BBWHAIR,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   3.26)-ACFS2026-(   3.74)-ACFS2025-(   5.33)-ACFS2028-(   5.61)-ACFS2029-(   6.24)-ACFS2051-(    6.3)-ACFS2052-(   6.68)-ACFS2053-(   7.68)-ACFS2008-(   8.18)-ACFS2096-(   8.98)-ACFS2081-(   9.18)-ACFS2080-(  10.53)-ACFS022A-(   11.2)-ANFP2155-(  11.71)-ANFP2156-(  12.49)-ANFP2157-(  13.35)-ANFP0008-(  13.71)-ANFP2169-(  13.91)-ANFP2170-(  14.65)-ANFP2177-(  14.71)-ANFP2178-(  15.15)-ANFP2179-(  15.49)-ANFP2180-(  17.33)-ANFP022B-(  28.83)-T       ,,,,,,,,,,
1546,C-WH-3,NAVI,49,HDE2,RM,,MANEUVERING LIGHT,WH,,NAVI LIGHT INDICATING PANEL,/,34,1,34,ANFP022B,15,ACFP024F,1.9,A,H23P0,H23P0,H23P0,ACFP024F,31.2,1.9,,0,C,,,ECA0,AY,AN(21.8) AC(11.32),H24A0(21.8) H23S0(2.39) H23P0(8.93),ANFP022B ANFP2180 ANFP2179 ANFP2178 ANFP2177 ANFP2170 ANFP2169 ANFP0008 ANFP2157 ANFP2156 ANFP2155 ACFS022A ACFS2080 ACFS2081 ACFS2082 ACFS2083 ACFP2216 ACFP2217 ACFP2218 ACFP2219 ACFP2220 ACFP2221 ACFP2214 ACFP2213 ACFP024F  ,,,C53,수정,0.280,,J,H23P0J540003,E72006CWH3,E52401GCP,,       F-(     15)-ANFP022B-(  16.84)-ANFP2180-(  17.18)-ANFP2179-(  17.62)-ANFP2178-(  17.68)-ANFP2177-(  18.42)-ANFP2170-(  18.62)-ANFP2169-(  18.98)-ANFP0008-(  19.84)-ANFP2157-(  20.62)-ANFP2156-(  21.13)-ANFP2155-(   21.8)-ACFS022A-(  23.15)-ACFS2080-(  23.35)-ACFS2081-(  23.81)-ACFS2082-(  24.19)-ACFS2083-(  24.96)-ACFP2216-(   25.8)-ACFP2217-(  26.12)-ACFP2218-(   26.4)-ACFP2219-(  26.43)-ACFP2220-(  28.43)-ACFP2221-(  29.52)-ACFP2214-(  30.32)-ACFP2213-(  31.22)-ACFP024F-(  33.12)-T       ,,,,,,,,,,
1547,C-WH-3A,NAVI,49,HD2,WH,,WHISTLE HORN CONTROLLER (HC-7123),WH,,NAVI LIGHT INDICATING PANEL,/,14,1,14,ACFS025H,2.5,ACFP024F,1.9,A,H23P0,H23P0,H23P0,ACFS025H,2.5,11.3,,0,C,,,ECA0,AD,AC(13.8),H23P0(13.8),ACFS025H ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2179 ACFP0010 ACFP2183 ACFP2190 ACFP2191 ACFP2212 ACFP2213 ACFP024F  ,,,C86,수정,0.240,,J,H23P0J540003,E409AABCC,E52401GCP,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   4.31)-ACFP2176-(   4.79)-ACFP2177-(   5.15)-ACFP2178-(   5.85)-ACFP2179-(    6.7)-ACFP0010-(    7.9)-ACFP2183-(   8.39)-ACFP2190-(   8.87)-ACFP2191-(  10.43)-ACFP2212-(     11)-ACFP2213-(   11.9)-ACFP024F-(   13.8)-T       ,,,,,,,,,,
1548,C-WH-3B,NAVI,49,HLM4,WH,,BCC TB,WH,,NAVI LIGHT INDICATING PANEL,/,14,1,14,ACFS025H,2.5,ACFP024F,1.9,A,H23P0,H23P0,H23P0,ACFP024F,11.9,1.9,,0,C,,,ECA0,AV,AC(13.8),H23P0(13.8),ACFS025H ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2179 ACFP0010 ACFP2183 ACFP2190 ACFP2191 ACFP2212 ACFP2213 ACFP024F  ,,,C86,수정,0.180,,J,H23P0J540003,E409AABCC,E52401GCP,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   4.31)-ACFP2176-(   4.79)-ACFP2177-(   5.15)-ACFP2178-(   5.85)-ACFP2179-(    6.7)-ACFP0010-(    7.9)-ACFP2183-(   8.39)-ACFP2190-(   8.87)-ACFP2191-(  10.43)-ACFP2212-(     11)-ACFP2213-(   11.9)-ACFP024F-(   13.8)-T       ,,,,,,,,,,
1549,C-WH-4,NAVI,49,HD2,WH,,WHISTLE HORN CONTROLLER (HC-7123),AU,,WHISTLE RELAY BOX (RB-7712A),/,32,1,32,ACFS025H,2.5,AUFP2175,1.8,A,H23P0,H23P0,H23P0,ACFS025H,2.5,29.3,,0,C,,,ECA0,AD,AC(12.09) AB(2.95) AA(2.91) AU(13.83),H23P0(12.09) H22P0(2.95) H21P0(2.91) H11P0(13.83),ACFS025H ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2179 ACFP0010 ACFP2183 ACFP2182 ACFP2181 ACFP2169 ABFP025S AAAP025D AUFP225A AUFP2205 AUFP2206 AUFP2207 AUFP2195 AUFP2196 AUFP2197 AUFP2198 AUFP2199 AUFP2200 AUFP2243 AUFP2242 AUFP2185 AUFP2178 AUFP2175  ,,,C86,수정,0.240,,J,H23P0J540003,E409AABCC,E371EEWHRB,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   4.31)-ACFP2176-(   4.79)-ACFP2177-(   5.15)-ACFP2178-(   5.85)-ACFP2179-(    6.7)-ACFP0010-(    7.9)-ACFP2183-(   7.99)-ACFP2182-(   8.52)-ACFP2181-(   9.38)-ACFP2169-(  12.09)-ABFP025S-(  15.04)-AAAP025D-(  17.95)-AUFP225A-(  18.59)-AUFP2205-(  19.59)-AUFP2206-(  20.39)-AUFP2207-(  21.29)-AUFP2195-(  21.45)-AUFP2196-(  21.81)-AUFP2197-(  22.19)-AUFP2198-(  23.01)-AUFP2199-(   24.4)-AUFP2200-(  25.22)-AUFP2243-(  25.58)-AUFP2242-(   26.8)-AUFP2185-(  28.78)-AUFP2178-(  29.98)-AUFP2175-(  31.78)-T       ,,,,,,,,,,
1550,C-WH-5,NAVI,49,HD2,WH,,WHISTLE HORN CONTROLLER (HC-7123),AU,,WHISTLE RELAY BOX (RB-7712A),/,32,1,32,ACFS025H,2.5,AUFP2175,1.8,A,H23P0,H23P0,H23P0,ACFS025H,2.5,29.3,,0,C,,,ECA0,AD,AC(12.09) AB(2.95) AA(2.91) AU(13.83),H23P0(12.09) H22P0(2.95) H21P0(2.91) H11P0(13.83),ACFS025H ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2179 ACFP0010 ACFP2183 ACFP2182 ACFP2181 ACFP2169 ABFP025S AAAP025D AUFP225A AUFP2205 AUFP2206 AUFP2207 AUFP2195 AUFP2196 AUFP2197 AUFP2198 AUFP2199 AUFP2200 AUFP2243 AUFP2242 AUFP2185 AUFP2178 AUFP2175  ,,,C86,수정,0.240,,J,H23P0J540003,E409AABCC,E371EEWHRB,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   4.31)-ACFP2176-(   4.79)-ACFP2177-(   5.15)-ACFP2178-(   5.85)-ACFP2179-(    6.7)-ACFP0010-(    7.9)-ACFP2183-(   7.99)-ACFP2182-(   8.52)-ACFP2181-(   9.38)-ACFP2169-(  12.09)-ABFP025S-(  15.04)-AAAP025D-(  17.95)-AUFP225A-(  18.59)-AUFP2205-(  19.59)-AUFP2206-(  20.39)-AUFP2207-(  21.29)-AUFP2195-(  21.45)-AUFP2196-(  21.81)-AUFP2197-(  22.19)-AUFP2198-(  23.01)-AUFP2199-(   24.4)-AUFP2200-(  25.22)-AUFP2243-(  25.58)-AUFP2242-(   26.8)-AUFP2185-(  28.78)-AUFP2178-(  29.98)-AUFP2175-(  31.78)-T       ,,,,,,,,,,
1551,C-WH-6,NAVI,49,HT10,BS,,SMALL JB,AU,,WHISTLE RELAY BOX (RB-7712A),/,195,1,195,BSAP0007,1,AUFP2175,1.8,U,BS_AU_P1,BS_AU,BS_AU_P1,OUFP2606,4.3,189.8,,0,C,,,ECUA,BE,BS(4.08) OU(137.44) CM(14.89) OU(29.53) AU(8.14),F41P0(4.28) D11P0(181.66) H11P0(8.14),BSAP0007 BSAP0005 BSAP0004 BSAP0003 BSAP001L OUFP2606 OUFP2605 OUFP2604 OUFP2704 OUFP2703 OUFP2702 CMFP2311 CMFP2312 OUFP2701 AUFP2076 AUFP2076 AUFP2152 AUFP2173 AUFP2174 AUFP2242 AUFP2185 AUFP2178 AUFP2175  ,,,C7,수정,0.620,,P,D11P0P54B103,E412DDCWH6,E371EEWHRB,,       F-(      1)-BSAP0007-(   1.83)-BSAP0005-(   2.13)-BSAP0004-(   3.05)-BSAP0003-(   4.08)-BSAP001L-(   4.28)-OUFP2606-(  48.59)-OUFP2605-(  90.68)-OUFP2604-(  91.38)-OUFP2704-( 121.75)-OUFP2703-( 134.93)-OUFP2702-( 141.52)-CMFP2311-( 156.41)-CMFP2312-( 178.73)-OUFP2701-( 185.94)-AUFP2076-(  186.2)-AUFP2152-( 186.71)-AUFP2173-( 187.01)-AUFP2174-( 187.88)-AUFP2242-(  189.1)-AUFP2185-( 191.08)-AUFP2178-( 192.28)-AUFP2175-( 194.08)-T       ,,,,,,,,,,
1552,C-WH-6A,NAVI,49,HT10,FM,,ELECTRIC WHIST,BS,,SMALL JB,/,21,1,21,BSFM0001,4,BSAP0007,1,E,F41P0,F41P0,F41P0,BSFM0001,4,16.9,,0,C,,,ECEF,CN,BS(20.93),F41P0(20.93),BSFM0001 BSAP0038 BSAP0037 BSAP0036 BSAP0035 BSAP0034 BSAP0033 BSAP0032 BSAP0002 BSAP0001 BSAP0003 BSAP0004 BSAP0005 BSAP0007  ,,,X23,수정,0.620,,P,F41P0P54B103,E371AAWH6A,E412DDCWH6,,       F-(      4)-BSFM0001-(      9)-BSAP0038-(  10.27)-BSAP0037-(  12.04)-BSAP0036-(  12.44)-BSAP0035-(  13.36)-BSAP0034-(  13.99)-BSAP0033-(  14.83)-BSAP0032-(  15.26)-BSAP0002-(  17.57)-BSAP0001-(  17.88)-BSAP0003-(   18.8)-BSAP0004-(   19.1)-BSAP0005-(  19.93)-BSAP0007-(  20.93)-T       ,,,,,,,,,,
1553,C-WH-7,NAVI,49,HLM2,WH,,BCC TB,AN,,WHISTLE PUSH BUTTON (PB-7311),/,23,1,23,ACFS025H,2.5,ANFP2045,2,A,H23P0,H23P0,H23P0,ACFS025H,2.5,19.6,,0,C,,,ECA0,AU,AC(19.04) AN(3.04),H23P0(14.35) H23S0(1.75) H52S0(.92) H23S0(2.02) H52S0(3.04),ACFS025H ACFS2027 ACFS2026 ACFS2025 ACFS2024 ACFS2023 ACFS2022 ACFS2021 ACFS2020 ACFS2019 ACFS2018 ACFS2017 ACFS2016 ACFS2015 ACFS2014 ACFS2013 ACFS2012 ACFS2011 ACFS2063 ACFS2062 ACFS025G ANFP2046 ANFP2044 ANFP2043 ANFP2045  ,,,C86,수정,0.130,,J,H23P0J540003,E409AABCC,E371DDWHWSPB,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   3.26)-ACFS2026-(   3.74)-ACFS2025-(   3.88)-ACFS2024-(   4.52)-ACFS2023-(   5.31)-ACFS2022-(   6.19)-ACFS2021-(   6.49)-ACFS2020-(   6.81)-ACFS2019-(   7.09)-ACFS2018-(   8.57)-ACFS2017-(   9.53)-ACFS2016-(  10.24)-ACFS2015-(   11.8)-ACFS2014-(  11.84)-ACFS2013-(  13.62)-ACFS2012-(  14.35)-ACFS2011-(   16.1)-ACFS2063-(  17.02)-ACFS2062-(  19.04)-ACFS025G-(  19.19)-ANFP2046-(   19.3)-ANFP2044-(   19.7)-ANFP2043-(  20.08)-ANFP2045-(  22.08)-T       ,,,,,,,,,,
